onset	duration	trial_type	stimulus
0.7	0.27	word	J'avais
1.0	0.27	word	ainsi
1.3	0.27	word	appris
1.6	0.27	word	une
1.9	0.27	word	seconde
2.2	0.27	word	chose
2.5	0.27	word	très
2.8000000000000007	0.27	word	importante:
3.1000000000000005	0.27	word	c'est
3.4000000000000004	0.27	word	que
3.7	0.27	word	sa
4.000000000000001	0.27	word	planète
4.300000000000001	0.27	word	d'origine
4.6000000000000005	0.27	word	était
4.900000000000001	0.27	word	à
5.200000000000001	0.27	word	peine
5.500000000000001	0.27	word	plus
5.800000000000001	0.27	word	grande
6.1000000000000005	0.27	word	qu'une
6.400000000000001	0.27	word	maison!
7.200000000000001	0.27	word	Ça
7.500000000000001	0.27	word	ne
7.800000000000002	0.27	word	pouvait
8.100000000000001	0.27	word	pas
8.400000000000002	0.27	word	m'étonner
8.700000000000001	0.27	word	beaucoup.
9.5	0.27	word	Je
9.8	0.27	word	savais
10.1	0.27	word	bien
10.4	0.27	word	qu'en
10.7	0.27	word	dehors
11.0	0.27	word	des
11.3	0.27	word	grosses
11.6	0.27	word	planètes
11.9	0.27	word	comme
12.2	0.27	word	la
12.5	0.27	word	terre,
12.8	0.27	word	jupiter,
13.1	0.27	word	mars,
13.4	0.27	word	vénus,
13.7	0.27	word	auxquelles
14.000000000000002	0.27	word	on
14.3	0.27	word	a
14.6	0.27	word	donné
14.900000000000002	0.27	word	des
15.2	0.27	word	noms,
15.500000000000002	0.27	word	il
15.8	0.27	word	y
16.1	0.27	word	en
16.400000000000002	0.27	word	a
16.700000000000003	0.27	word	des
17.000000000000004	0.27	word	centaines
17.3	0.27	word	d'autres
17.6	0.27	word	qui
17.900000000000002	0.27	word	sont
18.200000000000003	0.27	word	quelquefois
18.500000000000004	0.27	word	si
18.8	0.27	word	petites
19.1	0.27	word	qu'on
19.4	0.27	word	a
19.700000000000003	0.27	word	beaucoup
20.000000000000004	0.27	word	de
20.3	0.27	word	mal
20.6	0.27	word	à
20.9	0.27	word	les
21.200000000000003	0.27	word	apercevoir
21.500000000000004	0.27	word	au
21.8	0.27	word	télescope.
22.6	0.27	word	Quand
22.9	0.27	word	un
23.200000000000003	0.27	word	astronome
23.500000000000004	0.27	word	découvre
23.8	0.27	word	l'une
24.1	0.27	word	d'elles,
24.4	0.27	word	il
24.700000000000003	0.27	word	lui
25.000000000000004	0.27	word	donne
25.300000000000004	0.27	word	pour
25.6	0.27	word	nom
25.9	0.27	word	un
26.200000000000003	0.27	word	numéro.
27.000000000000004	0.27	word	Il
27.300000000000004	0.27	word	l'appelle
27.6	0.27	word	par
27.9	0.27	word	exemple:
28.200000000000003	0.27	word	"""l'astéroïde"
28.500000000000004	0.27	word	"325""."
