onset	duration	trial_type	stimulus
0.7	0.225	word	Mais
1.0	0.225	word	il
1.3	0.225	word	arriva
1.6	0.225	word	que
1.9	0.225	word	le
2.2	0.225	word	petit
2.5	0.225	word	prince,
2.8000000000000007	0.225	word	ayant
3.1000000000000005	0.225	word	longtemps
3.4000000000000004	0.225	word	marché
3.7	0.225	word	à
4.000000000000001	0.225	word	travers
4.300000000000001	0.225	word	les
4.6000000000000005	0.225	word	sables,
4.900000000000001	0.225	word	les
5.200000000000001	0.225	word	rocs
5.500000000000001	0.225	word	et
5.800000000000001	0.225	word	les
6.1000000000000005	0.225	word	neiges,
6.400000000000001	0.225	word	découvrit
6.700000000000001	0.225	word	enfin
7.000000000000001	0.225	word	une
7.300000000000002	0.225	word	route.
8.100000000000001	0.225	word	Et
8.400000000000002	0.225	word	les
8.700000000000001	0.225	word	routes
9.0	0.225	word	vont
9.3	0.225	word	toutes
9.6	0.225	word	chez
9.9	0.225	word	les
10.2	0.225	word	hommes.
11.0	0.225	word	«bonjour»,
11.3	0.225	word	dit-il.
12.1	0.225	word	C'était
12.4	0.225	word	un
12.7	0.225	word	jardin
13.0	0.225	word	fleuri
13.3	0.225	word	de
13.6	0.225	word	roses.
14.4	0.225	word	«bonjour»,
14.7	0.225	word	dirent
15.000000000000002	0.225	word	les
15.3	0.225	word	roses.
16.1	0.225	word	Le
16.400000000000002	0.225	word	petit
16.700000000000003	0.225	word	prince
17.0	0.225	word	les
17.3	0.225	word	regarda.
18.1	0.225	word	Elles
18.4	0.225	word	ressemblaient
18.700000000000003	0.225	word	toutes
19.000000000000004	0.225	word	à
19.3	0.225	word	sa
19.6	0.225	word	fleur.
20.4	0.225	word	«qui
20.700000000000003	0.225	word	êtes-vous?
21.500000000000004	0.225	word	Leur
21.8	0.225	word	demanda-t-il,
22.1	0.225	word	stupéfait.
22.9	0.225	word	Nous
23.200000000000003	0.225	word	sommes
23.500000000000004	0.225	word	des
23.8	0.225	word	roses,
24.1	0.225	word	dirent
24.4	0.225	word	les
24.700000000000003	0.225	word	roses.
25.500000000000004	0.225	word	Ah!»
26.3	0.225	word	Fit
26.6	0.225	word	le
26.9	0.225	word	petit
27.200000000000003	0.225	word	prince...
28.000000000000004	0.225	word	Et
28.3	0.225	word	il
28.6	0.225	word	se
28.9	0.225	word	sentit
29.200000000000003	0.225	word	très
29.500000000000004	0.225	word	malheureux.
30.300000000000004	0.225	word	Sa
30.6	0.225	word	fleur
30.9	0.225	word	lui
31.200000000000003	0.225	word	avait
31.500000000000004	0.225	word	raconté
31.800000000000004	0.225	word	qu'elle
32.1	0.225	word	était
32.400000000000006	0.225	word	seule
32.7	0.225	word	de
33.0	0.225	word	son
33.300000000000004	0.225	word	espèce
33.60000000000001	0.225	word	dans
33.900000000000006	0.225	word	l'univers.
34.7	0.225	word	Et
35.0	0.225	word	voici
35.300000000000004	0.225	word	qu'il
35.60000000000001	0.225	word	en
35.900000000000006	0.225	word	était
36.2	0.225	word	cinq
36.5	0.225	word	mille,
36.8	0.225	word	toutes
37.10000000000001	0.225	word	semblables,
37.400000000000006	0.225	word	dans
37.7	0.225	word	un
38.0	0.225	word	seul
38.3	0.225	word	jardin!
39.10000000000001	0.225	word	«elle
39.400000000000006	0.225	word	serait
39.7	0.225	word	bien
40.00000000000001	0.225	word	vexée,
40.3	0.225	word	se
40.60000000000001	0.225	word	dit-il,
40.900000000000006	0.225	word	si
41.20000000000001	0.225	word	elle
41.50000000000001	0.225	word	voyait
41.80000000000001	0.225	word	ça...
42.60000000000001	0.225	word	Elle
42.900000000000006	0.225	word	tousserait
