onset	duration	trial_type	stimulus
0.7	0.25	word	Il
1.0	0.25	word	se
1.3	0.25	word	trouvait
1.6	0.25	word	dans
1.9	0.25	word	la
2.2	0.25	word	région
2.5	0.25	word	des
2.8000000000000007	0.25	word	astéroïdes
3.1000000000000005	0.25	word	325,
3.4000000000000004	0.25	word	326,
3.7	0.25	word	327,
4.000000000000001	0.25	word	328,
4.300000000000001	0.25	word	329
4.6000000000000005	0.25	word	et
4.900000000000001	0.25	word	330.
5.700000000000001	0.25	word	Il
6.000000000000001	0.25	word	commença
6.300000000000001	0.25	word	donc
6.6000000000000005	0.25	word	par
6.900000000000001	0.25	word	les
7.200000000000001	0.25	word	visiter
7.500000000000001	0.25	word	pour
7.800000000000002	0.25	word	y
8.100000000000001	0.25	word	chercher
8.400000000000002	0.25	word	une
8.700000000000001	0.25	word	occupation
9.0	0.25	word	et
9.3	0.25	word	pour
9.6	0.25	word	s'instruire.
10.4	0.25	word	Le
10.7	0.25	word	premier
11.0	0.25	word	était
11.3	0.25	word	habité
11.6	0.25	word	par
11.9	0.25	word	un
12.2	0.25	word	roi.
13.0	0.25	word	Le
13.3	0.25	word	roi
13.6	0.25	word	siégeait,
13.9	0.25	word	habillé
14.2	0.25	word	de
14.500000000000002	0.25	word	pourpre
14.8	0.25	word	et
15.1	0.25	word	d'hermine,
15.400000000000002	0.25	word	sur
15.7	0.25	word	un
16.0	0.25	word	trône
16.3	0.25	word	très
16.6	0.25	word	simple
16.900000000000002	0.25	word	et
17.200000000000003	0.25	word	cependant
17.500000000000004	0.25	word	majestueux.
18.3	0.25	word	"""ah!"
19.1	0.25	word	Voilà
19.4	0.25	word	un
19.700000000000003	0.25	word	"sujet!"","
20.500000000000004	0.25	word	S'écria
20.8	0.25	word	le
21.1	0.25	word	roi
21.4	0.25	word	quand
21.700000000000003	0.25	word	il
22.000000000000004	0.25	word	aperçut
22.3	0.25	word	le
22.6	0.25	word	petit
22.9	0.25	word	prince.
23.700000000000003	0.25	word	Et
24.000000000000004	0.25	word	le
24.3	0.25	word	petit
24.6	0.25	word	prince
24.9	0.25	word	se
25.200000000000003	0.25	word	demanda:
25.500000000000004	0.25	word	"""comment"
25.8	0.25	word	peut-il
26.1	0.25	word	me
26.4	0.25	word	reconnaître
26.700000000000003	0.25	word	puisqu'il
27.000000000000004	0.25	word	ne
27.300000000000004	0.25	word	m'a
27.6	0.25	word	encore
27.9	0.25	word	jamais
28.200000000000003	0.25	word	"vu!"""
29.000000000000004	0.25	word	Il
29.300000000000004	0.25	word	ne
29.6	0.25	word	savait
29.9	0.25	word	pas
30.200000000000003	0.25	word	que,
30.500000000000004	0.25	word	pour
30.800000000000004	0.25	word	les
31.100000000000005	0.25	word	rois,
31.4	0.25	word	le
31.700000000000003	0.25	word	monde
32.0	0.25	word	est
32.300000000000004	0.25	word	très
32.60000000000001	0.25	word	simplifié.
33.400000000000006	0.25	word	Tous
33.7	0.25	word	les
34.0	0.25	word	hommes
34.300000000000004	0.25	word	sont
34.60000000000001	0.25	word	des
34.900000000000006	0.25	word	sujets.
35.7	0.25	word	"""approche-toi"
36.0	0.25	word	que
36.3	0.25	word	je
36.60000000000001	0.25	word	te
36.900000000000006	0.25	word	voie
37.2	0.25	word	"mieux"","
37.50000000000001	0.25	word	lui
37.8	0.25	word	dit
38.10000000000001	0.25	word	le
38.400000000000006	0.25	word	roi
38.70000000000001	0.25	word	qui
39.00000000000001	0.25	word	était
39.30000000000001	0.25	word	tout
39.60000000000001	0.25	word	fier
39.900000000000006	0.25	word	d'être
40.20000000000001	0.25	word	enfin
40.50000000000001	0.25	word	roi
40.80000000000001	0.25	word	pour
41.10000000000001	0.25	word	quelqu'un.
41.900000000000006	0.25	word	Le
42.20000000000001	0.25	word	petit
42.50000000000001	0.25	word	prince
42.80000000000001	0.25	word	chercha
43.10000000000001	0.25	word	des
43.400000000000006	0.25	word	yeux
