onset	duration	trial_type	stimulus
0.7	0.25	word	Lorsque
1.0	0.25	word	j'avais
1.3	0.25	word	six
1.6	0.25	word	ans,
1.9	0.25	word	j'ai
2.2	0.25	word	vu,
2.5	0.25	word	une
2.8000000000000007	0.25	word	fois,
3.1000000000000005	0.25	word	une
3.4000000000000004	0.25	word	magnifique
3.7	0.25	word	image,
4.000000000000001	0.25	word	dans
4.300000000000001	0.25	word	un
4.6000000000000005	0.25	word	livre
4.900000000000001	0.25	word	sur
5.200000000000001	0.25	word	la
5.500000000000001	0.25	word	forêt
5.800000000000001	0.25	word	vierge
6.1000000000000005	0.25	word	qui
6.400000000000001	0.25	word	s'appelait
6.700000000000001	0.25	word	histoires
7.000000000000001	0.25	word	vécues.
7.800000000000002	0.25	word	Ça
8.100000000000001	0.25	word	représentait
8.400000000000002	0.25	word	un
8.700000000000001	0.25	word	serpent
9.0	0.25	word	boa
9.3	0.25	word	qui
9.6	0.25	word	avalait
9.9	0.25	word	un
10.2	0.25	word	fauve.
11.0	0.25	word	Voilà
11.3	0.25	word	la
11.6	0.25	word	copie
11.9	0.25	word	du
12.2	0.25	word	dessin.
13.0	0.25	word	On
13.3	0.25	word	disait
13.6	0.25	word	dans
13.9	0.25	word	le
14.2	0.25	word	livre:
14.500000000000002	0.25	word	"""les"
14.8	0.25	word	serpents
15.1	0.25	word	boas
15.400000000000002	0.25	word	avalent
15.7	0.25	word	leur
16.0	0.25	word	proie
16.3	0.25	word	tout
16.6	0.25	word	entière,
16.900000000000002	0.25	word	sans
17.200000000000003	0.25	word	la
17.500000000000004	0.25	word	mâcher.
18.3	0.25	word	Ensuite
18.6	0.25	word	ils
18.9	0.25	word	ne
19.200000000000003	0.25	word	peuvent
19.500000000000004	0.25	word	plus
19.8	0.25	word	bouger
20.1	0.25	word	et
20.4	0.25	word	ils
20.700000000000003	0.25	word	dorment
21.000000000000004	0.25	word	pendant
21.3	0.25	word	les
21.6	0.25	word	six
21.9	0.25	word	mois
22.200000000000003	0.25	word	de
22.500000000000004	0.25	word	leur
22.8	0.25	word	"digestion."""
23.6	0.25	word	J'ai
23.9	0.25	word	alors
24.200000000000003	0.25	word	beaucoup
24.500000000000004	0.25	word	réfléchi
24.8	0.25	word	sur
25.1	0.25	word	les
25.4	0.25	word	aventures
25.700000000000003	0.25	word	de
26.000000000000004	0.25	word	la
26.300000000000004	0.25	word	jungle
26.6	0.25	word	et,
26.9	0.25	word	à
27.200000000000003	0.25	word	mon
27.500000000000004	0.25	word	tour,
27.800000000000004	0.25	word	j'ai
28.1	0.25	word	réussi,
28.4	0.25	word	avec
28.700000000000003	0.25	word	un
29.000000000000004	0.25	word	crayon
29.300000000000004	0.25	word	de
29.600000000000005	0.25	word	couleur,
29.9	0.25	word	à
30.200000000000003	0.25	word	tracer
30.500000000000004	0.25	word	mon
30.800000000000004	0.25	word	premier
31.100000000000005	0.25	word	dessin.
31.9	0.25	word	Mon
32.2	0.25	word	dessin
32.5	0.25	word	numéro
32.800000000000004	0.25	word	1.
33.60000000000001	0.25	word	Il
33.900000000000006	0.25	word	était
34.2	0.25	word	comme
34.5	0.25	word	ça:
34.800000000000004	0.25	word	j'ai
35.10000000000001	0.25	word	montré
35.400000000000006	0.25	word	mon
35.7	0.25	word	chef-d'oeuvre
36.00000000000001	0.25	word	aux
36.3	0.25	word	grandes
36.60000000000001	0.25	word	personnes
36.900000000000006	0.25	word	et
37.20000000000001	0.25	word	je
37.50000000000001	0.25	word	leur
37.80000000000001	0.25	word	ai
38.10000000000001	0.25	word	demandé
38.400000000000006	0.25	word	si
38.70000000000001	0.25	word	mon
39.00000000000001	0.25	word	dessin
39.30000000000001	0.25	word	leur
39.60000000000001	0.25	word	faisait
39.900000000000006	0.25	word	peur.
40.70000000000001	0.25	word	Elles
41.00000000000001	0.25	word	m'ont
41.30000000000001	0.25	word	répondu:
41.60000000000001	0.25	word	"""pourquoi"
41.900000000000006	0.25	word	un
42.20000000000001	0.25	word	chapeau
42.50000000000001	0.25	word	ferait-il
42.80000000000001	0.25	word	"peur?"""
43.60000000000001	0.25	word	Mon
43.900000000000006	0.25	word	dessin
44.20000000000001	0.25	word	ne
44.50000000000001	0.25	word	représentait
44.80000000000001	0.25	word	pas
45.10000000000001	0.25	word	un
45.400000000000006	0.25	word	chapeau.
46.20000000000001	0.25	word	Il
46.50000000000001	0.25	word	représentait
46.80000000000001	0.25	word	un
47.10000000000001	0.25	word	serpent
47.400000000000006	0.25	word	boa
47.70000000000001	0.25	word	qui
48.00000000000001	0.25	word	digérait
48.30000000000001	0.25	word	un
48.60000000000001	0.25	word	éléphant.
49.400000000000006	0.25	word	J'ai
49.70000000000001	0.25	word	alors
50.00000000000001	0.25	word	dessiné
50.30000000000001	0.25	word	l'intérieur
50.60000000000001	0.25	word	du
50.90000000000001	0.25	word	serpent
