onset	duration	trial_type	stimulus
0.7	0.225	word	La
1.0	0.225	word	quatrième
1.3	0.225	word	planète
1.6	0.225	word	était
1.9	0.225	word	celle
2.2	0.225	word	du
2.5	0.225	word	businessman.
3.3000000000000007	0.225	word	Cet
3.6000000000000005	0.225	word	homme
3.9	0.225	word	était
4.2	0.225	word	si
4.500000000000001	0.225	word	occupé
4.800000000000001	0.225	word	qu'il
5.1000000000000005	0.225	word	ne
5.400000000000001	0.225	word	leva
5.700000000000001	0.225	word	même
6.000000000000001	0.225	word	pas
6.300000000000001	0.225	word	la
6.6000000000000005	0.225	word	tête
6.900000000000001	0.225	word	à
7.200000000000001	0.225	word	l'arrivée
7.500000000000001	0.225	word	du
7.800000000000002	0.225	word	petit
8.100000000000001	0.225	word	prince.
8.900000000000002	0.225	word	"""bonjour,"
9.2	0.225	word	lui
9.5	0.225	word	dit
9.8	0.225	word	celui-ci.
10.6	0.225	word	Votre
10.9	0.225	word	cigarette
11.2	0.225	word	est
11.5	0.225	word	éteinte.
12.3	0.225	word	-trois
12.6	0.225	word	et
12.9	0.225	word	deux
13.2	0.225	word	font
13.5	0.225	word	cinq.
14.3	0.225	word	Cinq
14.6	0.225	word	et
14.9	0.225	word	sept
15.2	0.225	word	douze.
16.0	0.225	word	Douze
16.3	0.225	word	et
16.6	0.225	word	trois
16.900000000000002	0.225	word	quinze.
17.700000000000003	0.225	word	Bonjour.
18.5	0.225	word	Quinze
18.8	0.225	word	et
19.1	0.225	word	sept
19.4	0.225	word	vingt-deux.
20.200000000000003	0.225	word	Vingt-deux
20.500000000000004	0.225	word	et
20.8	0.225	word	six
21.1	0.225	word	vingt-huit.
21.9	0.225	word	Pas
22.200000000000003	0.225	word	le
22.500000000000004	0.225	word	temps
22.8	0.225	word	de
23.1	0.225	word	la
23.4	0.225	word	rallumer.
24.200000000000003	0.225	word	Vingt-six
24.500000000000004	0.225	word	et
24.8	0.225	word	cinq
25.1	0.225	word	trente
25.4	0.225	word	et
25.700000000000003	0.225	word	un.
26.500000000000004	0.225	word	Ouf!
27.3	0.225	word	Ça
27.6	0.225	word	fait
27.9	0.225	word	donc
28.200000000000003	0.225	word	cinq
28.500000000000004	0.225	word	cent
28.8	0.225	word	un
29.1	0.225	word	millions
29.4	0.225	word	six
29.700000000000003	0.225	word	cent
30.000000000000004	0.225	word	vingt-deux
30.300000000000004	0.225	word	mille
30.6	0.225	word	sept
30.9	0.225	word	cent
31.200000000000003	0.225	word	trente
31.500000000000004	0.225	word	et
31.800000000000004	0.225	word	un.
32.6	0.225	word	-cinq
32.900000000000006	0.225	word	cents
33.2	0.225	word	millions
33.5	0.225	word	de
33.800000000000004	0.225	word	quoi?
